@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
8370,a,1,g,3,c,2,ten,cluster1
14758,c,2,h,7,a,5,twelve,cluster0
898,c,1,d,6,d,7,draw,cluster1
4958,d,3,f,2,b,3,seven,cluster0
21616,b,1,c,4,g,6,fourteen,cluster1
4442,d,4,a,2,e,1,six,cluster0
2881,c,3,a,7,b,1,one,cluster0
19839,d,1,g,2,b,4,thirteen,cluster1
23261,c,1,f,2,b,3,fourteen,cluster1
18904,c,2,f,2,f,8,thirteen,cluster0
23821,c,2,c,8,c,5,fourteen,cluster0
18908,c,2,f,3,d,6,thirteen,cluster0
2227,d,2,g,1,g,2,draw,cluster0
25978,b,1,a,2,f,3,fifteen,cluster1
21769,b,1,e,3,g,5,fourteen,cluster1
6574,d,4,h,4,b,2,eight,cluster0
20502,d,2,f,3,c,5,thirteen,cluster0
15979,d,2,h,8,b,5,twelve,cluster0
3509,d,1,e,4,b,1,five,cluster1
13882,c,1,c,7,h,3,twelve,cluster1
15077,c,3,h,2,f,2,twelve,cluster0
21882,b,1,f,3,d,7,fourteen,cluster1
733,b,2,h,4,g,4,draw,cluster0
20155,d,2,b,3,d,8,thirteen,cluster0
146,a,1,g,5,f,5,draw,cluster1
2174,d,2,e,8,f,8,draw,cluster0
7256,c,3,b,6,h,2,nine,cluster0
18239,c,1,f,7,e,1,thirteen,cluster1
13128,d,4,h,2,g,7,eleven,cluster0
16150,d,3,b,3,e,6,twelve,cluster0
22597,b,2,h,8,g,3,fourteen,cluster0
23893,c,2,e,6,c,6,fourteen,cluster0
7625,d,3,c,1,f,3,nine,cluster0
8006,d,4,b,6,g,1,nine,cluster0
935,c,1,e,4,e,3,draw,cluster1
18002,c,1,d,1,b,4,thirteen,cluster1
600,b,2,e,2,d,3,draw,cluster0
22871,c,1,b,3,d,7,fourteen,cluster1
25037,d,1,g,8,g,3,fourteen,cluster1
1926,d,1,g,5,h,5,draw,cluster1
12825,d,3,h,3,c,8,eleven,cluster0
2802,c,2,a,3,a,1,zero,cluster0
27099,c,1,f,1,e,3,fifteen,cluster1
18778,c,2,d,3,g,7,thirteen,cluster0
2542,d,3,g,1,f,2,draw,cluster0
21457,b,1,a,8,f,4,fourteen,cluster1
3740,d,3,c,5,c,1,five,cluster0
20234,d,2,b,8,f,6,thirteen,cluster0
27372,d,1,b,7,d,5,fifteen,cluster1
19222,c,3,a,2,f,5,thirteen,cluster0
3546,d,1,g,6,a,1,five,cluster1
23201,c,1,e,6,a,4,fourteen,cluster1
12112,d,2,e,1,h,6,eleven,cluster0
22867,c,1,b,3,c,6,fourteen,cluster1
963,c,1,e,7,f,8,draw,cluster1
11701,d,1,c,6,a,3,eleven,cluster1
7557,d,3,a,3,a,8,nine,cluster0
25931,a,1,h,1,g,5,fifteen,cluster1
12510,d,3,c,5,e,8,eleven,cluster0
21032,a,1,c,2,h,5,fourteen,cluster1
20726,d,2,h,1,f,3,thirteen,cluster0
23604,c,1,h,6,b,3,fourteen,cluster1
4126,d,2,b,2,f,1,six,cluster0
19232,c,3,a,6,g,4,thirteen,cluster0
3841,d,3,g,7,a,1,five,cluster0
5928,d,2,h,5,g,1,eight,cluster0
27002,c,1,d,1,d,4,fifteen,cluster1
8470,b,1,c,6,b,8,ten,cluster1
8685,b,2,h,4,e,1,ten,cluster0
7363,c,3,h,6,d,1,nine,cluster0
18427,c,2,a,2,h,5,thirteen,cluster0
25360,d,2,c,8,d,6,fourteen,cluster0
5229,b,1,d,3,g,1,eight,cluster1
10339,a,1,b,8,e,1,eleven,cluster1
21789,b,1,e,5,c,7,fourteen,cluster1
6700,b,1,d,4,h,3,nine,cluster1
9105,c,3,a,8,f,1,ten,cluster0
6465,d,4,f,5,f,1,eight,cluster0
15304,d,1,d,8,g,2,twelve,cluster1
22052,b,1,h,1,e,7,fourteen,cluster1
27237,c,1,g,6,b,6,fifteen,cluster1
20948,a,1,a,2,e,2,fourteen,cluster1
21200,a,1,f,8,e,1,fourteen,cluster1
11767,d,1,e,3,a,6,eleven,cluster1
17530,b,1,h,7,b,3,thirteen,cluster1
25109,d,1,h,3,c,6,fourteen,cluster1
24714,d,1,e,3,c,4,fourteen,cluster1
2692,d,4,f,3,f,2,draw,cluster0
6538,d,4,g,6,d,1,eight,cluster0
4840,d,2,g,8,h,4,seven,cluster0
14119,c,1,g,8,f,1,twelve,cluster1
15490,d,1,h,6,h,2,twelve,cluster1
26930,c,1,c,2,e,3,fifteen,cluster1
10787,b,2,f,8,g,4,eleven,cluster0
26900,c,1,b,7,d,7,fifteen,cluster1
2678,d,4,e,6,f,5,draw,cluster0
125,a,1,g,2,g,3,draw,cluster1
7182,c,2,g,5,h,8,nine,cluster0
13867,c,1,b,7,h,3,twelve,cluster1
21170,a,1,e,8,h,3,fourteen,cluster1
11470,c,3,d,3,h,3,eleven,cluster0
14315,c,2,b,8,b,5,twelve,cluster0
273,b,1,c,3,d,4,draw,cluster1
488,b,1,g,2,g,1,draw,cluster1
940,c,1,e,5,d,4,draw,cluster1
25116,d,1,h,3,d,8,fourteen,cluster1
23463,c,1,g,8,d,4,fourteen,cluster1
11339,c,2,g,5,e,2,eleven,cluster0
5110,d,4,f,3,a,1,seven,cluster0
10187,d,4,e,1,f,5,ten,cluster0
19995,d,2,a,2,g,6,thirteen,cluster0
7564,d,3,a,4,b,8,nine,cluster0
26902,c,1,b,7,e,4,fifteen,cluster1
18197,c,1,e,8,g,3,thirteen,cluster1
16851,a,1,e,1,h,7,thirteen,cluster1
25767,a,1,d,8,g,3,fifteen,cluster1
3345,d,2,g,7,b,1,four,cluster0
13956,c,1,d,7,a,7,twelve,cluster1
10325,a,1,b,4,g,1,eleven,cluster1
19775,d,1,e,6,g,4,thirteen,cluster1
23299,c,1,f,5,b,7,fourteen,cluster1
19095,c,2,h,1,g,7,thirteen,cluster0
539,b,1,h,1,g,2,draw,cluster1
11636,c,3,h,6,h,8,eleven,cluster0
2608,d,3,h,3,g,3,draw,cluster0
9113,c,3,b,1,g,2,ten,cluster0
7752,d,3,e,2,h,8,nine,cluster0
22223,b,2,a,6,f,3,fourteen,cluster0
27946,b,1,b,6,d,4,sixteen,cluster1
11878,d,1,g,4,d,3,eleven,cluster1
11621,c,3,h,2,h,8,eleven,cluster0
3912,b,2,c,2,f,1,six,cluster0
9687,d,2,h,7,a,3,ten,cluster0
11657,d,1,b,5,f,2,eleven,cluster1
4996,d,3,g,3,g,1,seven,cluster0
12379,d,3,a,5,g,5,eleven,cluster0
9043,c,2,h,3,a,6,ten,cluster0
27175,c,1,f,7,f,5,fifteen,cluster1
23050,c,1,c,8,e,3,fourteen,cluster1
22218,b,2,a,4,g,5,fourteen,cluster0
20516,d,2,f,4,b,5,thirteen,cluster0
2583,d,3,g,6,h,5,draw,cluster0
8906,c,2,c,7,f,8,ten,cluster0
19410,c,3,g,8,g,6,thirteen,cluster0
9106,c,3,a,8,f,2,ten,cluster0
20394,d,2,d,8,d,5,thirteen,cluster0
6603,d,4,h,8,d,2,eight,cluster0
6828,b,2,e,3,e,1,nine,cluster0
8272,d,4,g,3,f,1,nine,cluster0
13136,d,4,h,4,g,6,eleven,cluster0
20205,d,2,b,6,f,6,thirteen,cluster0
19357,c,3,f,1,f,5,thirteen,cluster0
27756,a,1,c,8,e,4,sixteen,cluster1
2501,d,3,f,2,g,3,draw,cluster0
26967,c,1,c,7,d,5,fifteen,cluster1
16630,d,3,h,3,e,7,twelve,cluster0
13859,c,1,b,4,g,8,twelve,cluster1
19551,d,1,b,6,d,8,thirteen,cluster1
17663,b,2,c,7,g,3,thirteen,cluster0
25363,d,2,c,8,e,7,fourteen,cluster0
206,b,1,a,4,b,4,draw,cluster1
17638,b,2,c,2,h,5,thirteen,cluster0
5137,d,4,g,1,h,4,seven,cluster0
25574,a,1,b,1,d,3,fifteen,cluster1
27261,c,1,g,7,d,4,fifteen,cluster1
14157,c,1,h,6,d,8,twelve,cluster1
13017,d,4,d,1,f,4,eleven,cluster0
12529,d,3,c,8,h,5,eleven,cluster0
6073,d,3,c,7,f,2,eight,cluster0
1009,c,1,f,6,e,7,draw,cluster1
20874,d,3,b,7,c,5,thirteen,cluster0
16866,a,1,f,1,h,3,thirteen,cluster1
6424,d,4,e,8,d,1,eight,cluster0
7685,d,3,c,8,a,4,nine,cluster0
9581,d,2,f,1,h,2,ten,cluster0
7428,d,1,g,7,h,2,nine,cluster1
24504,d,1,c,2,c,6,fourteen,cluster1
14147,c,1,h,5,h,2,twelve,cluster1
23383,c,1,g,3,d,6,fourteen,cluster1
5115,d,4,f,4,g,2,seven,cluster0
4184,d,2,d,1,b,1,six,cluster0
24505,d,1,c,2,c,7,fourteen,cluster1
25020,d,1,g,8,b,5,fourteen,cluster1
21238,a,1,h,2,d,2,fourteen,cluster1
7170,c,2,g,1,h,3,nine,cluster0
13517,b,1,g,7,f,1,twelve,cluster1
12526,d,3,c,7,h,6,eleven,cluster0
26128,b,1,b,8,d,6,fifteen,cluster1
19036,c,2,g,5,e,6,thirteen,cluster0
2012,d,2,a,6,b,7,draw,cluster0
4104,d,2,a,6,b,1,six,cluster0
4265,d,3,b,1,a,7,six,cluster0
18658,c,2,c,1,c,7,thirteen,cluster0
1467,c,3,d,1,e,1,draw,cluster0
7079,c,2,d,2,a,8,nine,cluster0
19297,c,3,c,6,h,5,thirteen,cluster0
11255,c,2,f,1,g,8,eleven,cluster0
24130,d,1,a,1,d,8,fourteen,cluster1
9712,d,3,a,5,g,8,ten,cluster0
2964,c,2,e,1,a,2,two,cluster0
5246,b,2,b,3,g,1,eight,cluster0
24852,d,1,f,5,c,5,fourteen,cluster1
10056,d,3,h,8,a,5,ten,cluster0
25463,d,2,g,2,c,5,fourteen,cluster0
12878,d,3,h,8,b,4,eleven,cluster0
5523,c,2,d,5,h,1,eight,cluster0
16451,d,3,f,7,b,6,twelve,cluster0
12001,d,2,c,4,g,7,eleven,cluster0
7859,d,3,g,5,f,3,nine,cluster0
12266,d,2,h,2,a,4,eleven,cluster0
12207,d,2,f,2,a,8,eleven,cluster0
6,a,1,c,2,d,1,draw,cluster1
983,c,1,f,3,e,2,draw,cluster1
27359,d,1,b,6,e,3,fifteen,cluster1
21373,b,1,a,4,f,5,fourteen,cluster1
27515,d,1,f,1,c,6,fifteen,cluster1
9312,d,1,b,7,h,8,ten,cluster1
24209,d,1,a,4,c,4,fourteen,cluster1
3549,d,1,g,7,b,1,five,cluster1
3457,c,3,c,2,d,1,five,cluster0
5004,d,3,g,5,a,3,seven,cluster0
16000,d,3,a,1,f,6,twelve,cluster0
27661,d,1,g,8,e,7,fifteen,cluster1
26856,c,1,b,2,d,4,fifteen,cluster1
18100,c,1,e,2,b,7,thirteen,cluster1
25484,d,2,g,7,e,5,fourteen,cluster0
11035,c,1,g,4,d,3,eleven,cluster1
10482,b,1,b,8,h,2,eleven,cluster1
871,c,1,d,2,a,1,draw,cluster1
17404,b,1,f,6,g,8,thirteen,cluster1
20737,d,2,h,2,b,4,thirteen,cluster0
26534,b,1,g,6,d,6,fifteen,cluster1
17781,b,2,f,6,d,1,thirteen,cluster0
17698,b,2,d,7,h,3,thirteen,cluster0
6993,c,1,h,4,g,1,nine,cluster1
12237,d,2,g,3,a,6,eleven,cluster0
10806,b,2,h,4,g,2,eleven,cluster0
22282,b,2,b,7,f,3,fourteen,cluster0
3213,d,3,b,8,a,1,three,cluster0
14424,c,2,e,1,d,7,twelve,cluster0
6210,d,3,g,8,e,1,eight,cluster0
509,b,1,g,5,f,4,draw,cluster1
19985,d,2,a,2,d,6,thirteen,cluster0
20503,d,2,f,3,c,6,thirteen,cluster0
12535,d,3,d,1,e,8,eleven,cluster0
22564,b,2,h,2,g,4,fourteen,cluster0
21541,b,1,b,7,e,2,fourteen,cluster1
12425,d,3,b,3,h,6,eleven,cluster0
10359,a,1,d,3,d,1,eleven,cluster1
20648,d,2,g,4,e,6,thirteen,cluster0
26778,b,2,g,3,f,6,fifteen,cluster0
8908,c,2,c,8,e,2,ten,cluster0
972,c,1,f,1,g,1,draw,cluster1
6896,c,1,a,7,h,8,nine,cluster1
22187,b,2,a,1,e,3,fourteen,cluster0
1176,c,2,b,7,a,7,draw,cluster0
6165,d,3,e,8,g,2,eight,cluster0
24269,d,1,a,7,b,5,fourteen,cluster1
18241,c,1,f,8,a,6,thirteen,cluster1
1965,d,1,h,4,h,3,draw,cluster1
9399,d,1,h,4,f,2,ten,cluster1
26155,b,1,c,1,f,6,fifteen,cluster1
25755,a,1,d,7,h,5,fifteen,cluster1
177,a,1,h,3,h,2,draw,cluster1
11447,c,3,c,5,f,3,eleven,cluster0
25406,d,2,f,2,d,5,fourteen,cluster0
9258,c,3,f,8,h,5,ten,cluster0
21307,b,1,a,1,f,6,fourteen,cluster1
17424,b,1,f,8,a,8,thirteen,cluster1
9966,d,3,f,7,h,7,ten,cluster0
10982,c,1,f,3,a,6,eleven,cluster1
24942,d,1,g,3,c,7,fourteen,cluster1
6988,c,1,g,8,h,4,nine,cluster1
25758,a,1,d,8,d,2,fifteen,cluster1
7539,d,2,h,5,b,4,nine,cluster0
4046,d,1,c,8,h,1,six,cluster1
20102,d,2,b,1,d,7,thirteen,cluster0
2873,c,2,h,5,a,1,one,cluster0
7351,c,3,h,4,e,1,nine,cluster0
8227,d,4,f,2,h,5,nine,cluster0
23908,c,2,f,3,c,5,fourteen,cluster0
15916,d,2,h,2,f,2,twelve,cluster0
21838,b,1,e,8,b,3,fourteen,cluster1
15085,c,3,h,2,h,6,twelve,cluster0
14803,c,3,a,4,g,5,twelve,cluster0
12042,d,2,d,3,h,7,eleven,cluster0
10984,c,1,f,3,g,6,eleven,cluster1
16603,d,3,h,2,c,5,twelve,cluster0
26118,b,1,b,7,g,5,fifteen,cluster1
9216,c,3,e,5,h,7,ten,cluster0
21357,b,1,a,4,c,4,fourteen,cluster1
22348,b,2,c,8,g,6,fourteen,cluster0
2850,c,2,e,4,a,1,one,cluster0
10721,b,2,d,5,h,3,eleven,cluster0
8858,c,2,a,8,f,2,ten,cluster0
22448,b,2,e,6,f,4,fourteen,cluster0
4282,d,3,b,5,h,1,six,cluster0
11839,d,1,f,5,g,2,eleven,cluster1
8325,a,1,b,1,h,1,ten,cluster1
8029,d,4,c,1,f,1,nine,cluster0
3983,d,1,a,4,h,1,six,cluster1
14421,c,2,e,1,c,7,twelve,cluster0
1700,d,1,b,7,b,6,draw,cluster1
2725,d,4,g,3,f,2,draw,cluster0
10713,b,2,d,1,h,2,eleven,cluster0
11158,c,2,d,4,h,8,eleven,cluster0
2667,d,4,e,1,d,1,draw,cluster0
60,a,1,e,3,f,4,draw,cluster1
9413,d,1,h,8,f,1,ten,cluster1
11893,d,1,h,5,b,2,eleven,cluster1
23983,c,2,g,3,e,3,fourteen,cluster0
3463,c,3,e,2,g,1,five,cluster0
27889,a,1,g,8,g,6,sixteen,cluster1
6330,d,4,c,6,c,2,eight,cluster0
14612,c,2,f,5,b,6,twelve,cluster0
20563,d,2,g,1,b,7,thirteen,cluster0
4142,d,2,b,5,f,1,six,cluster0
20552,d,2,f,7,b,4,thirteen,cluster0
20595,d,2,g,2,d,4,thirteen,cluster0
3108,d,3,a,6,d,1,two,cluster0
16586,d,3,h,1,c,7,twelve,cluster0
19988,d,2,a,2,e,4,thirteen,cluster0
633,b,2,f,2,e,2,draw,cluster0
16856,a,1,e,4,g,2,thirteen,cluster1
16869,a,1,f,2,g,5,thirteen,cluster1
11366,c,2,h,2,a,8,eleven,cluster0
19041,c,2,g,5,f,8,thirteen,cluster0
23510,c,1,h,2,c,3,fourteen,cluster1
20509,d,2,f,3,e,6,thirteen,cluster0
2800,c,1,a,7,a,1,zero,cluster1
15807,d,2,e,7,f,4,twelve,cluster0
10389,a,1,g,2,h,7,eleven,cluster1
20513,d,2,f,3,f,7,thirteen,cluster0
1126,c,2,a,2,a,3,draw,cluster0
16037,d,3,a,3,f,6,twelve,cluster0
1957,d,1,h,3,g,2,draw,cluster1
16663,d,3,h,6,f,6,twelve,cluster0
11067,c,2,a,1,b,8,eleven,cluster0
6371,d,4,e,2,b,2,eight,cluster0
15714,d,2,d,8,h,7,twelve,cluster0
27158,c,1,f,7,c,3,fifteen,cluster1
448,b,1,f,4,g,3,draw,cluster1
13285,b,1,a,5,g,3,twelve,cluster1
13376,b,1,d,7,c,3,twelve,cluster1
10618,b,1,f,8,g,2,eleven,cluster1
4484,d,4,g,8,h,4,six,cluster0
25944,a,1,h,4,e,5,fifteen,cluster1
9638,d,2,f,7,g,5,ten,cluster0
3065,c,3,f,8,b,1,two,cluster0
5014,d,3,g,7,a,8,seven,cluster0
25144,d,1,h,4,d,7,fourteen,cluster1
27411,d,1,c,2,d,5,fifteen,cluster1
18167,c,1,e,6,c,7,thirteen,cluster1
6378,d,4,e,4,b,2,eight,cluster0
12625,d,3,e,2,b,6,eleven,cluster0
24910,d,1,g,1,g,4,fourteen,cluster1
23052,c,1,c,8,f,8,fourteen,cluster1
27310,c,2,f,2,f,4,fifteen,cluster0
18310,c,1,h,3,a,4,thirteen,cluster1
25231,d,1,h,8,d,4,fourteen,cluster1
18932,c,2,f,5,b,5,thirteen,cluster0
8644,b,2,d,4,f,3,ten,cluster0
26183,b,1,c,3,g,3,fifteen,cluster1
14714,c,2,h,2,h,5,twelve,cluster0
17226,b,1,e,1,h,7,thirteen,cluster1
16349,d,3,d,7,g,4,twelve,cluster0
19398,c,3,g,6,f,3,thirteen,cluster0
26228,b,1,c,7,h,7,fifteen,cluster1
4040,d,1,c,6,h,1,six,cluster1
15775,d,2,e,4,c,5,twelve,cluster0
7833,d,3,f,6,g,8,nine,cluster0
25761,a,1,d,8,e,3,fifteen,cluster1
5130,d,4,f,7,g,1,seven,cluster0
2759,d,4,g,7,h,7,draw,cluster0
14234,c,2,a,5,f,6,twelve,cluster0
18388,c,2,a,1,e,4,thirteen,cluster0
12246,d,2,g,4,g,7,eleven,cluster0
18833,c,2,e,2,e,5,thirteen,cluster0
25686,a,1,c,6,h,6,fifteen,cluster1
9211,c,3,e,5,g,7,ten,cluster0
13641,b,2,d,5,g,3,twelve,cluster0
8222,d,4,f,1,h,6,nine,cluster0
12247,d,2,g,4,g,8,eleven,cluster0
10731,b,2,d,7,f,1,eleven,cluster0
21186,a,1,f,5,g,3,fourteen,cluster1
27532,d,1,f,2,d,5,fifteen,cluster1
18585,c,2,b,3,g,5,thirteen,cluster0
25494,d,2,g,8,g,6,fourteen,cluster0
4347,d,3,e,3,g,1,six,cluster0
20934,d,3,g,7,d,5,thirteen,cluster0
5126,d,4,f,6,h,1,seven,cluster0
25902,a,1,g,5,c,3,fifteen,cluster1
21757,b,1,e,2,g,2,fourteen,cluster1
8686,b,2,h,4,f,1,ten,cluster0
7317,c,3,f,5,f,1,nine,cluster0
5705,d,1,a,7,h,2,eight,cluster1
1421,c,2,g,8,h,7,draw,cluster0
23305,c,1,f,5,c,7,fourteen,cluster1
8541,b,1,g,7,a,8,ten,cluster1
4920,d,3,e,1,a,3,seven,cluster0
26234,b,1,c,8,d,3,fifteen,cluster1
209,b,1,a,5,a,6,draw,cluster1
7387,d,1,c,3,a,8,nine,cluster1
26496,b,1,g,3,b,5,fifteen,cluster1
19528,d,1,b,3,g,7,thirteen,cluster1
4254,d,3,a,4,h,3,six,cluster0
8420,b,1,b,4,e,1,ten,cluster1
19474,d,1,a,4,h,7,thirteen,cluster1
3327,d,2,f,7,b,1,four,cluster0
21750,b,1,e,2,b,4,fourteen,cluster1
6107,d,3,d,5,f,1,eight,cluster0
15993,d,3,a,1,d,6,twelve,cluster0
20070,d,2,a,7,g,4,thirteen,cluster0
4047,d,1,d,3,f,1,six,cluster1
2033,d,2,b,3,b,4,draw,cluster0
14595,c,2,f,1,b,6,twelve,cluster0
22450,b,2,e,6,g,4,fourteen,cluster0
1345,c,2,f,6,e,6,draw,cluster0
13351,b,1,d,4,b,3,twelve,cluster1
13695,b,2,f,2,h,3,twelve,cluster0
23913,c,2,f,4,f,6,fourteen,cluster0
19892,d,1,h,2,b,6,thirteen,cluster1
872,c,1,d,3,c,3,draw,cluster1
6577,d,4,h,4,d,2,eight,cluster0
28005,b,1,f,2,e,4,sixteen,cluster1
8036,d,4,c,1,h,8,nine,cluster0
4902,d,3,d,4,f,1,seven,cluster0
19430,c,3,h,4,f,4,thirteen,cluster0
6194,d,3,g,5,e,1,eight,cluster0
17722,b,2,e,2,f,5,thirteen,cluster0
13202,a,1,d,1,h,2,twelve,cluster1
14778,c,3,a,1,g,3,twelve,cluster0
17417,b,1,f,7,g,5,thirteen,cluster1
11484,c,3,d,8,h,3,eleven,cluster0
27693,a,1,b,7,e,4,sixteen,cluster1
15795,d,2,e,6,d,8,twelve,cluster0
27030,c,1,d,4,e,6,fifteen,cluster1
25174,d,1,h,6,c,6,fourteen,cluster1
16756,a,1,a,4,d,2,thirteen,cluster1
27588,d,1,f,8,e,4,fifteen,cluster1
7674,d,3,c,7,a,5,nine,cluster0
3354,d,2,h,3,b,1,four,cluster0
16674,d,3,h,7,e,7,twelve,cluster0
15908,d,2,h,1,d,8,twelve,cluster0
20224,d,2,b,8,d,4,thirteen,cluster0
14323,c,2,c,1,b,6,twelve,cluster0
7820,d,3,f,5,a,5,nine,cluster0
7570,d,3,a,6,b,3,nine,cluster0
14261,c,2,a,8,h,6,twelve,cluster0
19865,d,1,g,6,b,7,thirteen,cluster1
27267,c,1,g,7,e,5,fifteen,cluster1
4209,d,2,e,3,g,2,six,cluster0
688,b,2,g,3,h,3,draw,cluster0
3352,d,2,h,3,a,1,four,cluster0
27914,a,1,h,6,e,3,sixteen,cluster1
20635,d,2,g,4,b,6,thirteen,cluster0
3187,d,2,b,3,b,1,three,cluster0
16859,a,1,e,6,h,7,thirteen,cluster1
16568,d,3,g,8,c,7,twelve,cluster0
4456,d,4,d,3,b,2,six,cluster0
26987,c,1,c,8,c,5,fifteen,cluster1
20740,d,2,h,2,b,7,thirteen,cluster0
8896,c,2,c,6,a,4,ten,cluster0
25374,d,2,d,1,f,3,fourteen,cluster0
25402,d,2,f,1,f,5,fourteen,cluster0
7985,d,4,b,3,h,3,nine,cluster0
19636,d,1,d,5,e,3,thirteen,cluster1
20994,a,1,b,2,h,6,fourteen,cluster1
26956,c,1,c,6,g,4,fifteen,cluster1
1039,c,1,g,2,h,1,draw,cluster1
26905,c,1,b,7,e,7,fifteen,cluster1
5537,c,2,e,4,h,3,eight,cluster0
22360,b,2,d,1,g,4,fourteen,cluster0
2178,d,2,f,2,f,1,draw,cluster0
4727,d,1,b,7,b,1,seven,cluster1
14331,c,2,c,3,h,7,twelve,cluster0
11682,d,1,c,2,a,7,eleven,cluster1
21542,b,1,b,7,g,3,fourteen,cluster1
12798,d,3,h,1,d,8,eleven,cluster0
12323,d,3,a,1,h,4,eleven,cluster0
26953,c,1,c,6,f,4,fifteen,cluster1
23502,c,1,h,1,g,4,fourteen,cluster1
17352,b,1,f,2,b,4,thirteen,cluster1
2966,c,2,e,2,a,2,two,cluster0
20037,d,2,a,5,c,5,thirteen,cluster0
1354,c,2,f,7,e,8,draw,cluster0
14833,c,3,a,8,h,6,twelve,cluster0
23909,c,2,f,4,d,4,fourteen,cluster0
202,b,1,a,3,b,4,draw,cluster1
11273,c,2,f,2,h,3,eleven,cluster0
4063,d,1,d,7,h,1,six,cluster1
1956,d,1,h,2,h,3,draw,cluster1
13212,a,1,e,1,h,1,twelve,cluster1
3423,d,4,f,2,h,1,four,cluster0
5280,c,1,a,4,h,3,eight,cluster1
18528,c,2,a,8,g,5,thirteen,cluster0
11383,c,2,h,6,a,7,eleven,cluster0
24478,d,1,b,8,g,6,fourteen,cluster1
4674,c,2,g,8,h,3,seven,cluster0
27164,c,1,f,7,d,4,fifteen,cluster1
26294,b,1,d,4,f,4,fifteen,cluster1
3875,d,4,b,2,h,1,five,cluster0
12681,d,3,e,7,a,5,eleven,cluster0
9840,d,3,e,2,h,6,ten,cluster0
7166,c,2,f,7,h,1,nine,cluster0
13697,b,2,f,2,h,5,twelve,cluster0
27699,a,1,b,8,e,4,sixteen,cluster1
25773,a,1,e,1,c,3,fifteen,cluster1
7769,d,3,e,5,f,7,nine,cluster0
6646,b,1,b,3,e,1,nine,cluster1
16970,a,1,h,8,h,1,thirteen,cluster1
3857,d,3,h,4,b,3,five,cluster0
6727,b,1,g,2,h,7,nine,cluster1
15803,d,2,e,7,a,7,twelve,cluster0
27112,c,1,f,2,d,4,fifteen,cluster1
9044,c,2,h,5,a,8,ten,cluster0
532,b,1,g,7,h,8,draw,cluster1
8269,d,4,g,3,d,1,nine,cluster0
27898,a,1,h,2,f,6,sixteen,cluster1
17206,b,1,e,1,d,7,thirteen,cluster1
19156,c,2,h,5,b,4,thirteen,cluster0
23280,c,1,f,3,e,8,fourteen,cluster1
5844,d,2,b,8,f,2,eight,cluster0
15305,d,1,d,8,h,3,twelve,cluster1
10649,b,1,h,4,f,3,eleven,cluster1
18376,c,1,h,8,b,8,thirteen,cluster1
26820,b,2,h,6,f,4,fifteen,cluster0
24571,d,1,c,5,f,5,fourteen,cluster1
13091,d,4,g,1,g,6,eleven,cluster0
21308,b,1,a,1,f,7,fourteen,cluster1
6364,d,4,d,7,h,2,eight,cluster0
18603,c,2,b,4,e,6,thirteen,cluster0
7918,d,4,a,3,f,1,nine,cluster0
4917,d,3,d,7,h,8,seven,cluster0
17975,c,1,c,5,f,3,thirteen,cluster1
20335,d,2,c,5,e,5,thirteen,cluster0
20928,d,3,g,6,d,5,thirteen,cluster0
22818,c,1,a,8,g,3,fourteen,cluster1
22235,b,2,a,7,g,4,fourteen,cluster0
19732,d,1,e,3,e,7,thirteen,cluster1
20271,d,2,c,2,e,8,thirteen,cluster0
23247,c,1,e,8,e,4,fourteen,cluster1
3198,d,2,c,2,b,1,three,cluster0
18643,c,2,b,8,e,4,thirteen,cluster0
4835,d,2,g,6,h,8,seven,cluster0
26587,b,1,h,1,e,4,fifteen,cluster1
27827,a,1,f,8,e,4,sixteen,cluster1
24064,c,2,h,6,c,5,fourteen,cluster0
6150,d,3,e,5,h,4,eight,cluster0
26829,b,2,h,7,f,5,fifteen,cluster0
18080,c,1,e,1,b,6,thirteen,cluster1
2935,c,1,g,8,a,1,two,cluster1
8585,b,2,a,5,e,1,ten,cluster0
3666,d,2,g,8,b,2,five,cluster0
21335,b,1,a,2,g,5,fourteen,cluster1
20402,d,2,d,8,f,6,thirteen,cluster0
833,c,1,c,3,d,4,draw,cluster1
19566,d,1,c,3,g,7,thirteen,cluster1
27850,a,1,g,3,g,5,sixteen,cluster1
15206,d,1,c,2,h,7,twelve,cluster1
27597,d,1,g,1,d,4,fifteen,cluster1
12213,d,2,f,4,a,4,eleven,cluster0
11175,c,2,d,7,a,7,eleven,cluster0
22642,c,1,a,2,b,4,fourteen,cluster1
23165,c,1,e,3,c,3,fourteen,cluster1
18562,c,2,b,2,e,8,thirteen,cluster0
1933,d,1,g,6,h,5,draw,cluster1
16816,a,1,d,1,h,7,thirteen,cluster1
3024,c,3,d,4,b,1,two,cluster0
1461,c,3,b,1,a,1,draw,cluster0
10409,a,1,g,6,c,1,eleven,cluster1
18917,c,2,f,4,b,4,thirteen,cluster0
20758,d,2,h,2,g,4,thirteen,cluster0
